"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2017","Lithuania","Higher education sector","Million units of national currency","133.648",""
"2017","Lithuania","Higher education sector","Million purchasing power standards (PPS)","210.37",""
"2017","Lithuania","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","176.737",""
"2017","Lithuania","Private non-profit sector","Million euro",":",""
"2017","Lithuania","Private non-profit sector","Euro per inhabitant",":",""
"2017","Lithuania","Private non-profit sector","Million units of national currency",":",""
"2017","Lithuania","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Lithuania","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Luxembourg","All sectors","Million euro","720.7",""
"2017","Luxembourg","All sectors","Euro per inhabitant","1,220.1",""
"2017","Luxembourg","All sectors","Million units of national currency","720.7",""
"2017","Luxembourg","All sectors","Million purchasing power standards (PPS)","590.689",""
"2017","Luxembourg","All sectors","Million purchasing power standards (PPS) at 2005 prices","473.565",""
"2017","Luxembourg","Business enterprise sector","Million euro","402",""
"2017","Luxembourg","Business enterprise sector","Euro per inhabitant","680.6",""
"2017","Luxembourg","Business enterprise sector","Million units of national currency","402",""
"2017","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS)","329.481",""
"2017","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","264.15",""
"2017","Luxembourg","Government sector","Million euro","171.9",""
"2017","Luxembourg","Government sector","Euro per inhabitant","291",""
"2017","Luxembourg","Government sector","Million units of national currency","171.9",""
"2017","Luxembourg","Government sector","Million purchasing power standards (PPS)","140.89",""
"2017","Luxembourg","Government sector","Million purchasing power standards (PPS) at 2005 prices","112.954",""
"2017","Luxembourg","Higher education sector","Million euro","146.8",""
"2017","Luxembourg","Higher education sector","Euro per inhabitant","248.5",""
"2017","Luxembourg","Higher education sector","Million units of national currency","146.8",""
"2017","Luxembourg","Higher education sector","Million purchasing power standards (PPS)","120.318",""
"2017","Luxembourg","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","96.461",""
"2017","Luxembourg","Private non-profit sector","Million euro",":","d"
"2017","Luxembourg","Private non-profit sector","Euro per inhabitant",":","d"
"2017","Luxembourg","Private non-profit sector","Million units of national currency",":","d"
"2017","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS)",":","d"
"2017","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":","d"
"2017","Hungary","All sectors","Million euro","1,672.945",""
"2017","Hungary","All sectors","Euro per inhabitant","170.8",""
"2017","Hungary","All sectors","Million units of national currency","517,258",""
"2017","Hungary","All sectors","Million purchasing power standards (PPS)","2,684.238",""
"2017","Hungary","All sectors","Million purchasing power standards (PPS) at 2005 prices","2,277.313",""
"2017","Hungary","Business enterprise sector","Million euro","1,223.104","d"
"2017","Hungary","Business enterprise sector","Euro per inhabitant","124.8","d"
"2017","Hungary","Business enterprise sector","Million units of national currency","378,171.4","d"
"2017","Hungary","Business enterprise sector","Million purchasing power standards (PPS)","1,962.467","d"
"2017","Hungary","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1,664.962","d"
"2017","Hungary","Government sector","Million euro","210.084","d"
"2017","Hungary","Government sector","Euro per inhabitant","21.4","d"
"2017","Hungary","Government sector","Million units of national currency","64,956","d"
"2017","Hungary","Government sector","Million purchasing power standards (PPS)","337.08","d"
"2017","Hungary","Government sector","Million purchasing power standards (PPS) at 2005 prices","285.98","d"
"2017","Hungary","Higher education sector","Million euro","222.349","d"
"2017","Hungary","Higher education sector","Euro per inhabitant","22.7","d"
"2017","Hungary","Higher education sector","Million units of national currency","68,748","d"
"2017","Hungary","Higher education sector","Million purchasing power standards (PPS)","356.758","d"
"2017","Hungary","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","302.674","d"
"2017","Hungary","Private non-profit sector","Million euro",":",""
"2017","Hungary","Private non-profit sector","Euro per inhabitant",":",""
"2017","Hungary","Private non-profit sector","Million units of national currency",":",""
"2017","Hungary","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Hungary","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Malta","All sectors","Million euro","65.928",""
"2017","Malta","All sectors","Euro per inhabitant","143.2",""
"2017","Malta","All sectors","Million units of national currency","65.928",""
"2017","Malta","All sectors","Million purchasing power standards (PPS)","80.009",""
"2017","Malta","All sectors","Million purchasing power standards (PPS) at 2005 prices","72.914",""
"2017","Malta","Business enterprise sector","Million euro","43.072",""
"2017","Malta","Business enterprise sector","Euro per inhabitant","93.6",""
"2017","Malta","Business enterprise sector","Million units of national currency","43.072",""
"2017","Malta","Business enterprise sector","Million purchasing power standards (PPS)","52.272",""
"2017","Malta","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","47.637",""
"2017","Malta","Government sector","Million euro","0.607",""
"2017","Malta","Government sector","Euro per inhabitant","1.3",""
"2017","Malta","Government sector","Million units of national currency","0.607",""
"2017","Malta","Government sector","Million purchasing power standards (PPS)","0.737",""
"2017","Malta","Government sector","Million purchasing power standards (PPS) at 2005 prices","0.671",""
"2017","Malta","Higher education sector","Million euro","22.248",""
"2017","Malta","Higher education sector","Euro per inhabitant","48.3",""
"2017","Malta","Higher education sector","Million units of national currency","22.248",""
"2017","Malta","Higher education sector","Million purchasing power standards (PPS)","27.001",""
"2017","Malta","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","24.606",""
"2017","Malta","Private non-profit sector","Million euro",":",""
"2017","Malta","Private non-profit sector","Euro per inhabitant",":",""
"2017","Malta","Private non-profit sector","Million units of national currency",":",""
"2017","Malta","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Malta","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Netherlands","All sectors","Million euro","14,638",""
"2017","Netherlands","All sectors","Euro per inhabitant","857",""
"2017","Netherlands","All sectors","Million units of national currency","14,638",""
"2017","Netherlands","All sectors","Million purchasing power standards (PPS)","13,074.312",""
"2017","Netherlands","All sectors","Million purchasing power standards (PPS) at 2005 prices","12,099.168",""
"2017","Netherlands","Business enterprise sector","Million euro","8,507",""
"2017","Netherlands","Business enterprise sector","Euro per inhabitant","498",""
"2017","Netherlands","Business enterprise sector","Million units of national currency","8,507",""
"2017","Netherlands","Business enterprise sector","Million purchasing power standards (PPS)","7,598.249",""
"2017","Netherlands","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","7,031.536",""
"2017","Netherlands","Government sector","Million euro","1,625","d"
"2017","Netherlands","Government sector","Euro per inhabitant","95.1","d"
"2017","Netherlands","Government sector","Million units of national currency","1,625","d"
"2017","Netherlands","Government sector","Million purchasing power standards (PPS)","1,451.411","d"
"2017","Netherlands","Government sector","Million purchasing power standards (PPS) at 2005 prices","1,343.158","d"
"2017","Netherlands","Higher education sector","Million euro","4,506",""
"2017","Netherlands","Higher education sector","Euro per inhabitant","263.8",""
"2017","Netherlands","Higher education sector","Million units of national currency","4,506",""
"2017","Netherlands","Higher education sector","Million purchasing power standards (PPS)","4,024.652",""
"2017","Netherlands","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","3,724.474",""
"2017","Netherlands","Private non-profit sector","Million euro","0","d"
"2017","Netherlands","Private non-profit sector","Euro per inhabitant","0","d"
"2017","Netherlands","Private non-profit sector","Million units of national currency","0","d"
"2017","Netherlands","Private non-profit sector","Million purchasing power standards (PPS)","0","d"
"2017","Netherlands","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0","d"
"2017","Austria","All sectors","Million euro","11,289.781",""
"2017","Austria","All sectors","Euro per inhabitant","1,286.9",""
"2017","Austria","All sectors","Million units of national currency","11,289.781",""
"2017","Austria","All sectors","Million purchasing power standards (PPS)","10,215.148",""
"2017","Austria","All sectors","Million purchasing power standards (PPS) at 2005 prices","8,782.878",""
"2017","Austria","Business enterprise sector","Million euro","7,888.444",""
"2017","Austria","Business enterprise sector","Euro per inhabitant","899.2",""
"2017","Austria","Business enterprise sector","Million units of national currency","7,888.444",""
"2017","Austria","Business enterprise sector","Million purchasing power standards (PPS)","7,137.572",""
"2017","Austria","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6,136.81",""
"2017","Austria","Government sector","Million euro","806.604",""
"2017","Austria","Government sector","Euro per inhabitant","91.9",""
"2017","Austria","Government sector","Million units of national currency","806.604",""
"2017","Austria","Government sector","Million purchasing power standards (PPS)","729.826",""
"2017","Austria","Government sector","Million purchasing power standards (PPS) at 2005 prices","627.497",""
"2017","Austria","Higher education sector","Million euro","2,533.182",""
"2017","Austria","Higher education sector","Euro per inhabitant","288.8",""
"2017","Austria","Higher education sector","Million units of national currency","2,533.182",""
"2017","Austria","Higher education sector","Million purchasing power standards (PPS)","2,292.058",""
"2017","Austria","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,970.687",""
"2017","Austria","Private non-profit sector","Million euro","61.551",""
"2017","Austria","Private non-profit sector","Euro per inhabitant","7",""
"2017","Austria","Private non-profit sector","Million units of national currency","61.551",""
"2017","Austria","Private non-profit sector","Million purchasing power standards (PPS)","55.692",""
"2017","Austria","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","47.884",""
"2017","Poland","All sectors","Million euro","4,834.038",""
"2017","Poland","All sectors","Euro per inhabitant","127.3",""
"2017","Poland","All sectors","Million units of national currency","20,578.5",""
"2017","Poland","All sectors","Million purchasing power standards (PPS)","8,302.469",""
"2017","Poland","All sectors","Million purchasing power standards (PPS) at 2005 prices","7,388.362",""
"2017","Poland","Business enterprise sector","Million euro","3,117.665",""
"2017","Poland","Business enterprise sector","Euro per inhabitant","82.1",""
"2017","Poland","Business enterprise sector","Million units of national currency","13,271.9",""
"2017","Poland","Business enterprise sector","Million purchasing power standards (PPS)","5,354.595",""
"2017","Poland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","4,765.051",""
"2017","Poland","Government sector","Million euro","110.453",""
"2017","Poland","Government sector","Euro per inhabitant","2.9",""
"2017","Poland","Government sector","Million units of national currency","470.2",""
"2017","Poland","Government sector","Million purchasing power standards (PPS)","189.704",""
"2017","Poland","Government sector","Million purchasing power standards (PPS) at 2005 prices","168.817",""
"2017","Poland","Higher education sector","Million euro","1,589.124",""
"2017","Poland","Higher education sector","Euro per inhabitant","41.8",""
"2017","Poland","Higher education sector","Million units of national currency","6,764.9",""
"2017","Poland","Higher education sector","Million purchasing power standards (PPS)","2,729.323",""
"2017","Poland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2,428.823",""
"2017","Poland","Private non-profit sector","Million euro","16.772",""
"2017","Poland","Private non-profit sector","Euro per inhabitant","0.4",""
"2017","Poland","Private non-profit sector","Million units of national currency","71.4",""
"2017","Poland","Private non-profit sector","Million purchasing power standards (PPS)","28.807",""
"2017","Poland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","25.635",""
"2017","Portugal","All sectors","Million euro","2,585.1",""
"2017","Portugal","All sectors","Euro per inhabitant","250.7",""
"2017","Portugal","All sectors","Million units of national currency","2,585.1",""
"2017","Portugal","All sectors","Million purchasing power standards (PPS)","3,145.273",""
"2017","Portugal","All sectors","Million purchasing power standards (PPS) at 2005 prices","2,791.097",""
"2017","Portugal","Business enterprise sector","Million euro","1,303.484",""
"2017","Portugal","Business enterprise sector","Euro per inhabitant","126.4",""
"2017","Portugal","Business enterprise sector","Million units of national currency","1,303.484",""
"2017","Portugal","Business enterprise sector","Million purchasing power standards (PPS)","1,585.94",""
"2017","Portugal","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1,407.354",""
"2017","Portugal","Government sector","Million euro","141.743",""
"2017","Portugal","Government sector","Euro per inhabitant","13.7",""
"2017","Portugal","Government sector","Million units of national currency","141.743",""
"2017","Portugal","Government sector","Million purchasing power standards (PPS)","172.458",""
"2017","Portugal","Government sector","Million purchasing power standards (PPS) at 2005 prices","153.038",""
"2017","Portugal","Higher education sector","Million euro","1,099.649",""
"2017","Portugal","Higher education sector","Euro per inhabitant","106.7",""
"2017","Portugal","Higher education sector","Million units of national currency","1,099.649",""
"2017","Portugal","Higher education sector","Million purchasing power standards (PPS)","1,337.936",""
"2017","Portugal","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,187.277",""
"2017","Portugal","Private non-profit sector","Million euro","40.223",""
"2017","Portugal","Private non-profit sector","Euro per inhabitant","3.9",""
"2017","Portugal","Private non-profit sector","Million units of national currency","40.223",""
"2017","Portugal","Private non-profit sector","Million purchasing power standards (PPS)","48.939",""
"2017","Portugal","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","43.428",""
"2017","Romania","All sectors","Million euro","944.906",""
"2017","Romania","All sectors","Euro per inhabitant","48.1",""
"2017","Romania","All sectors","Million units of national currency","4,317.087",""
"2017","Romania","All sectors","Million purchasing power standards (PPS)","1,853.543",""
"2017","Romania","All sectors","Million purchasing power standards (PPS) at 2005 prices","1,308.364",""
"2017","Romania","Business enterprise sector","Million euro","535.923",""
"2017","Romania","Business enterprise sector","Euro per inhabitant","27.3",""
"2017","Romania","Business enterprise sector","Million units of national currency","2,448.526",""
"2017","Romania","Business enterprise sector","Million purchasing power standards (PPS)","1,051.276",""
"2017","Romania","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","742.066",""
"2017","Romania","Government sector","Million euro","305.736",""
"2017","Romania","Government sector","Euro per inhabitant","15.6",""
"2017","Romania","Government sector","Million units of national currency","1,396.849",""
"2017","Romania","Government sector","Million purchasing power standards (PPS)","599.738",""
"2017","Romania","Government sector","Million purchasing power standards (PPS) at 2005 prices","423.338",""
"2017","Romania","Higher education sector","Million euro","100.513",""
"2017","Romania","Higher education sector","Euro per inhabitant","5.1",""
"2017","Romania","Higher education sector","Million units of national currency","459.222",""
"2017","Romania","Higher education sector","Million purchasing power standards (PPS)","197.167",""
"2017","Romania","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","139.175",""
"2017","Romania","Private non-profit sector","Million euro","2.734",""
"2017","Romania","Private non-profit sector","Euro per inhabitant","0.1",""
"2017","Romania","Private non-profit sector","Million units of national currency","12.49",""
"2017","Romania","Private non-profit sector","Million purchasing power standards (PPS)","5.363",""
"2017","Romania","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","3.785",""
"2017","Slovenia","All sectors","Million euro","802.291",""
"2017","Slovenia","All sectors","Euro per inhabitant","388.4",""
"2017","Slovenia","All sectors","Million units of national currency","802.291",""
"2017","Slovenia","All sectors","Million purchasing power standards (PPS)","984.285",""
"2017","Slovenia","All sectors","Million purchasing power standards (PPS) at 2005 prices","916.567",""
"2017","Slovenia","Business enterprise sector","Million euro","599.976",""
"2017","Slovenia","Business enterprise sector","Euro per inhabitant","290.4",""
"2017","Slovenia","Business enterprise sector","Million units of national currency","599.976",""
"2017","Slovenia","Business enterprise sector","Million purchasing power standards (PPS)","736.077",""
"2017","Slovenia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","685.436",""
"2017","Slovenia","Government sector","Million euro","110.681",""
"2017","Slovenia","Government sector","Euro per inhabitant","53.6",""
"2017","Slovenia","Government sector","Million units of national currency","110.681",""
"2017","Slovenia","Government sector","Million purchasing power standards (PPS)","135.788",""
"2017","Slovenia","Government sector","Million purchasing power standards (PPS) at 2005 prices","126.446",""
"2017","Slovenia","Higher education sector","Million euro","89.885",""
"2017","Slovenia","Higher education sector","Euro per inhabitant","43.5",""
"2017","Slovenia","Higher education sector","Million units of national currency","89.885",""
"2017","Slovenia","Higher education sector","Million purchasing power standards (PPS)","110.275",""
"2017","Slovenia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","102.688",""
"2017","Slovenia","Private non-profit sector","Million euro","1.748",""
"2017","Slovenia","Private non-profit sector","Euro per inhabitant","0.8",""
"2017","Slovenia","Private non-profit sector","Million units of national currency","1.748",""
"2017","Slovenia","Private non-profit sector","Million purchasing power standards (PPS)","2.145",""
"2017","Slovenia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","1.997",""
"2017","Slovakia","All sectors","Million euro","748.955",""
"2017","Slovakia","All sectors","Euro per inhabitant","137.8",""
"2017","Slovakia","All sectors","Million units of national currency","748.955",""
"2017","Slovakia","All sectors","Million purchasing power standards (PPS)","1,097.37",""
"2017","Slovakia","All sectors","Million purchasing power standards (PPS) at 2005 prices","1,021.833",""
"2017","Slovakia","Business enterprise sector","Million euro","405.321",""
"2017","Slovakia","Business enterprise sector","Euro per inhabitant","74.6",""
"2017","Slovakia","Business enterprise sector","Million units of national currency","405.321",""
"2017","Slovakia","Business enterprise sector","Million purchasing power standards (PPS)","593.877",""
"2017","Slovakia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","552.998",""
"2017","Slovakia","Government sector","Million euro","155.827",""
"2017","Slovakia","Government sector","Euro per inhabitant","28.7",""
"2017","Slovakia","Government sector","Million units of national currency","155.827",""
"2017","Slovakia","Government sector","Million purchasing power standards (PPS)","228.318",""
"2017","Slovakia","Government sector","Million purchasing power standards (PPS) at 2005 prices","212.601",""
"2017","Slovakia","Higher education sector","Million euro","184.761",""
"2017","Slovakia","Higher education sector","Euro per inhabitant","34",""
"2017","Slovakia","Higher education sector","Million units of national currency","184.761",""
"2017","Slovakia","Higher education sector","Million purchasing power standards (PPS)","270.713",""
"2017","Slovakia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","252.078",""
"2017","Slovakia","Private non-profit sector","Million euro","3.046",""
"2017","Slovakia","Private non-profit sector","Euro per inhabitant","0.6",""
"2017","Slovakia","Private non-profit sector","Million units of national currency","3.046",""
"2017","Slovakia","Private non-profit sector","Million purchasing power standards (PPS)","4.463",""
"2017","Slovakia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","4.156",""
"2017","Finland","All sectors","Million euro","6,173.2",""
"2017","Finland","All sectors","Euro per inhabitant","1,121.7",""
"2017","Finland","All sectors","Million units of national currency","6,173.2",""
"2017","Finland","All sectors","Million purchasing power standards (PPS)","4,969.97",""
"2017","Finland","All sectors","Million purchasing power standards (PPS) at 2005 prices","4,344.778",""
"2017","Finland","Business enterprise sector","Million euro","4,028.3",""
"2017","Finland","Business enterprise sector","Euro per inhabitant","732",""
"2017","Finland","Business enterprise sector","Million units of national currency","4,028.3",""
"2017","Finland","Business enterprise sector","Million purchasing power standards (PPS)","3,243.137",""
"2017","Finland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","2,835.17",""
"2017","Finland","Government sector","Million euro","527.1",""
"2017","Finland","Government sector","Euro per inhabitant","95.8",""
"2017","Finland","Government sector","Million units of national currency","527.1",""
"2017","Finland","Government sector","Million purchasing power standards (PPS)","424.362",""
"2017","Finland","Government sector","Million purchasing power standards (PPS) at 2005 prices","370.98",""
"2017","Finland","Higher education sector","Million euro","1,567.2",""
"2017","Finland","Higher education sector","Euro per inhabitant","284.8",""
"2017","Finland","Higher education sector","Million units of national currency","1,567.2",""
"2017","Finland","Higher education sector","Million purchasing power standards (PPS)","1,261.734",""
"2017","Finland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,103.016",""
"2017","Finland","Private non-profit sector","Million euro","50.6",""
"2017","Finland","Private non-profit sector","Euro per inhabitant","9.2",""
"2017","Finland","Private non-profit sector","Million units of national currency","50.6",""
"2017","Finland","Private non-profit sector","Million purchasing power standards (PPS)","40.738",""
"2017","Finland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","35.613",""
"2017","Sweden","All sectors","Million euro","16,142.23",""
"2017","Sweden","All sectors","Euro per inhabitant","1,615",""
"2017","Sweden","All sectors","Million units of national currency","155,532",""
"2017","Sweden","All sectors","Million purchasing power standards (PPS)","12,400.498",""
"2017","Sweden","All sectors","Million purchasing power standards (PPS) at 2005 prices","11,238.23",""
"2017","Sweden","Business enterprise sector","Million euro","11,513.425",""
"2017","Sweden","Business enterprise sector","Euro per inhabitant","1,151.9",""
"2017","Sweden","Business enterprise sector","Million units of national currency","110,933",""
"2017","Sweden","Business enterprise sector","Million purchasing power standards (PPS)","8,844.639",""
"2017","Sweden","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","8,015.653",""
"2017","Sweden","Government sector","Million euro","584.633",""
"2017","Sweden","Government sector","Euro per inhabitant","58.5",""
"2017","Sweden","Government sector","Million units of national currency","5,633",""
"2017","Sweden","Government sector","Million purchasing power standards (PPS)","449.117",""
"2017","Sweden","Government sector","Million purchasing power standards (PPS) at 2005 prices","407.022",""
"2017","Sweden","Higher education sector","Million euro","4,024.971",""
"2017","Sweden","Higher education sector","Euro per inhabitant","402.7",""
"2017","Sweden","Higher education sector","Million units of national currency","38,781",""
"2017","Sweden","Higher education sector","Million purchasing power standards (PPS)","3,091.992",""
"2017","Sweden","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","2,802.187",""
"2017","Sweden","Private non-profit sector","Million euro","19.201",""
"2017","Sweden","Private non-profit sector","Euro per inhabitant","1.9",""
"2017","Sweden","Private non-profit sector","Million units of national currency","185",""
"2017","Sweden","Private non-profit sector","Million purchasing power standards (PPS)","14.75",""
"2017","Sweden","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","13.368",""
"2017","United Kingdom","All sectors","Million euro","38,898.141","p"
"2017","United Kingdom","All sectors","Euro per inhabitant","590.8","p"
"2017","United Kingdom","All sectors","Million units of national currency","34,102","p"
"2017","United Kingdom","All sectors","Million purchasing power standards (PPS)","34,844.181","p"
"2017","United Kingdom","All sectors","Million purchasing power standards (PPS) at 2005 prices","32,480.445","p"
"2017","United Kingdom","Business enterprise sector","Million euro","26,286.073","p"
"2017","United Kingdom","Business enterprise sector","Euro per inhabitant","399.2","p"
"2017","United Kingdom","Business enterprise sector","Million units of national currency","23,045","p"
"2017","United Kingdom","Business enterprise sector","Million purchasing power standards (PPS)","23,546.541","p"
"2017","United Kingdom","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","21,949.207","p"
"2017","United Kingdom","Government sector","Million euro","2,536.786","p"
"2017","United Kingdom","Government sector","Euro per inhabitant","38.5","p"
"2017","United Kingdom","Government sector","Million units of national currency","2,224","p"
"2017","United Kingdom","Government sector","Million purchasing power standards (PPS)","2,272.402","p"
"2017","United Kingdom","Government sector","Million purchasing power standards (PPS) at 2005 prices","2,118.249","p"
"2017","United Kingdom","Higher education sector","Million euro","9,222.083","p"
"2017","United Kingdom","Higher education sector","Euro per inhabitant","140.1","p"
"2017","United Kingdom","Higher education sector","Million units of national currency","8,085","p"
"2017","United Kingdom","Higher education sector","Million purchasing power standards (PPS)","8,260.958","p"
"2017","United Kingdom","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","7,700.557","p"
"2017","United Kingdom","Private non-profit sector","Million euro","853.2","p"
"2017","United Kingdom","Private non-profit sector","Euro per inhabitant","13","p"
"2017","United Kingdom","Private non-profit sector","Million units of national currency","748","p"
"2017","United Kingdom","Private non-profit sector","Million purchasing power standards (PPS)","764.279","p"
"2017","United Kingdom","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","712.433","p"
"2017","Iceland","All sectors","Million euro","456.79",""
"2017","Iceland","All sectors","Euro per inhabitant","1,350.1",""
"2017","Iceland","All sectors","Million units of national currency","55,061.5",""
"2017","Iceland","All sectors","Million purchasing power standards (PPS)","282.299",""
"2017","Iceland","All sectors","Million purchasing power standards (PPS) at 2005 prices","267.542",""
"2017","Iceland","Business enterprise sector","Million euro","293.815",""
"2017","Iceland","Business enterprise sector","Euro per inhabitant","868.4",""
"2017","Iceland","Business enterprise sector","Million units of national currency","35,416.5",""
"2017","Iceland","Business enterprise sector","Million purchasing power standards (PPS)","181.579",""
"2017","Iceland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","172.088",""
"2017","Iceland","Government sector","Million euro","19.096",""
"2017","Iceland","Government sector","Euro per inhabitant","56.4",""
"2017","Iceland","Government sector","Million units of national currency","2,301.8",""
"2017","Iceland","Government sector","Million purchasing power standards (PPS)","11.801",""
"2017","Iceland","Government sector","Million purchasing power standards (PPS) at 2005 prices","11.184",""
"2017","Iceland","Higher education sector","Million euro","143.879",""
"2017","Iceland","Higher education sector","Euro per inhabitant","425.2",""
"2017","Iceland","Higher education sector","Million units of national currency","17,343.2",""
"2017","Iceland","Higher education sector","Million purchasing power standards (PPS)","88.918",""
"2017","Iceland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","84.27",""
"2017","Iceland","Private non-profit sector","Million euro","0",""
"2017","Iceland","Private non-profit sector","Euro per inhabitant","0",""
"2017","Iceland","Private non-profit sector","Million units of national currency","0",""
"2017","Iceland","Private non-profit sector","Million purchasing power standards (PPS)","0",""
"2017","Iceland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0",""
"2017","Norway","All sectors","Million euro","7,416.769",""
"2017","Norway","All sectors","Euro per inhabitant","1,410.5",""
"2017","Norway","All sectors","Million units of national currency","69,176.2",""
"2017","Norway","All sectors","Million purchasing power standards (PPS)","4,850.522",""
"2017","Norway","All sectors","Million purchasing power standards (PPS) at 2005 prices","4,659.03",""
"2017","Norway","Business enterprise sector","Million euro","3,901.844",""
"2017","Norway","Business enterprise sector","Euro per inhabitant","742",""
"2017","Norway","Business enterprise sector","Million units of national currency","36,392.5",""
"2017","Norway","Business enterprise sector","Million purchasing power standards (PPS)","2,551.782",""
"2017","Norway","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","2,451.042",""
"2017","Norway","Government sector","Million euro","1,014.442",""
"2017","Norway","Government sector","Euro per inhabitant","192.9",""
"2017","Norway","Government sector","Million units of national currency","9,461.7",""
"2017","Norway","Government sector","Million purchasing power standards (PPS)","663.439",""
"2017","Norway","Government sector","Million purchasing power standards (PPS) at 2005 prices","637.247",""
"2017","Norway","Higher education sector","Million euro","2,500.483",""
"2017","Norway","Higher education sector","Euro per inhabitant","475.5",""
"2017","Norway","Higher education sector","Million units of national currency","23,322",""
"2017","Norway","Higher education sector","Million purchasing power standards (PPS)","1,635.3",""
"2017","Norway","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,570.741",""
"2017","Norway","Private non-profit sector","Million euro",":",""
"2017","Norway","Private non-profit sector","Euro per inhabitant",":",""
"2017","Norway","Private non-profit sector","Million units of national currency",":",""
"2017","Norway","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2017","Norway","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2017","Switzerland","All sectors","Million euro","19,835.256",""
"2017","Switzerland","All sectors","Euro per inhabitant","2,355.9",""
"2017","Switzerland","All sectors","Million units of national currency","22,050.854",""
"2017","Switzerland","All sectors","Million purchasing power standards (PPS)","13,050.159",""
"2017","Switzerland","All sectors","Million purchasing power standards (PPS) at 2005 prices","10,581.804",""
"2017","Switzerland","Business enterprise sector","Million euro","14,076.668",""
"2017","Switzerland","Business enterprise sector","Euro per inhabitant","1,671.9",""
"2017","Switzerland","Business enterprise sector","Million units of national currency","15,649.031",""
"2017","Switzerland","Business enterprise sector","Million purchasing power standards (PPS)","9,261.426",""
"2017","Switzerland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","7,509.685",""
"2017","Switzerland","Government sector","Million euro","165.932",""
"2017","Switzerland","Government sector","Euro per inhabitant","19.7",""
"2017","Switzerland","Government sector","Million units of national currency","184.467",""
"2017","Switzerland","Government sector","Million purchasing power standards (PPS)","109.172",""
"2017","Switzerland","Government sector","Million purchasing power standards (PPS) at 2005 prices","88.522",""
"2017","Switzerland","Higher education sector","Million euro","5,592.656",""
"2017","Switzerland","Higher education sector","Euro per inhabitant","664.2",""
"2017","Switzerland","Higher education sector","Million units of national currency","6,217.356",""
"2017","Switzerland","Higher education sector","Million purchasing power standards (PPS)","3,679.562",""
